dataset,rate,seed,scoring,precision,recall,f1,tp,fp,fn
bank_marketing_full,0.0,20260803,restricted,,,,0,0,0
bank_marketing_full,0.0,20260804,restricted,,,,0,0,0
bank_marketing_full,0.0,20260805,restricted,,,,0,0,0
bank_marketing_full,0.0,20260806,restricted,,,,0,0,0
bank_marketing_full,0.0,20260807,restricted,,,,0,0,0
bank_marketing_full,0.0,20260808,restricted,,,,0,0,0
bank_marketing_full,0.0,20260809,restricted,,,,0,0,0
bank_marketing_full,0.0,20260810,restricted,,,,0,0,0
bank_marketing_full,0.0,20260811,restricted,,,,0,0,0
bank_marketing_full,0.0,20260812,restricted,,,,0,0,0
bank_marketing_full,0.01,20260803,naive,1.0,0.736676,0.848374,3027,0,1082
bank_marketing_full,0.01,20260803,restricted,1.0,0.736006,0.84793,3011,0,1080
bank_marketing_full,0.01,20260804,naive,1.0,0.737022,0.848604,3024,0,1079
bank_marketing_full,0.01,20260804,restricted,1.0,0.73643,0.848212,3012,0,1078
bank_marketing_full,0.01,20260805,naive,1.0,0.734048,0.846629,3014,0,1092
bank_marketing_full,0.01,20260805,restricted,1.0,0.733839,0.846491,2997,0,1087
bank_marketing_full,0.01,20260806,naive,1.0,0.734211,0.846738,3011,0,1090
bank_marketing_full,0.01,20260806,restricted,1.0,0.733513,0.846274,2992,0,1087
bank_marketing_full,0.01,20260807,naive,1.0,0.734425,0.84688,3006,0,1087
bank_marketing_full,0.01,20260807,restricted,1.0,0.73371,0.846405,2984,0,1083
bank_marketing_full,0.01,20260808,naive,1.0,0.730112,0.844006,2992,0,1106
bank_marketing_full,0.01,20260808,restricted,1.0,0.729723,0.843746,2978,0,1103
bank_marketing_full,0.01,20260809,naive,1.0,0.735265,0.847439,3019,0,1087
bank_marketing_full,0.01,20260809,restricted,1.0,0.734609,0.847002,2995,0,1082
bank_marketing_full,0.01,20260810,naive,1.0,0.734957,0.847234,3017,0,1088
bank_marketing_full,0.01,20260810,restricted,1.0,0.735164,0.847371,2998,0,1080
bank_marketing_full,0.01,20260811,naive,1.0,0.730441,0.844225,2997,0,1106
bank_marketing_full,0.01,20260811,restricted,1.0,0.729013,0.843271,2970,0,1104
bank_marketing_full,0.01,20260812,naive,1.0,0.730105,0.844001,3000,0,1109
bank_marketing_full,0.01,20260812,restricted,1.0,0.730073,0.84398,2986,0,1104
bank_marketing_full,0.02,20260803,naive,1.0,0.734435,0.846887,6087,0,2201
bank_marketing_full,0.02,20260803,restricted,1.0,0.734117,0.846676,6055,0,2193
bank_marketing_full,0.02,20260804,naive,1.0,0.738584,0.849639,6114,0,2164
bank_marketing_full,0.02,20260804,restricted,1.0,0.737647,0.849018,6076,0,2161
bank_marketing_full,0.02,20260805,naive,1.0,0.735767,0.847772,6087,0,2186
bank_marketing_full,0.02,20260805,restricted,1.0,0.735544,0.847624,6055,0,2177
bank_marketing_full,0.02,20260806,naive,1.0,0.73463,0.847016,6082,0,2197
bank_marketing_full,0.02,20260806,restricted,1.0,0.734288,0.846789,6052,0,2190
bank_marketing_full,0.02,20260807,naive,1.0,0.733172,0.846047,6078,0,2212
bank_marketing_full,0.02,20260807,restricted,1.0,0.732711,0.845739,6039,0,2203
bank_marketing_full,0.02,20260808,naive,1.0,0.73589,0.847853,6102,0,2190
bank_marketing_full,0.02,20260808,restricted,1.0,0.735561,0.847635,6075,0,2184
bank_marketing_full,0.02,20260809,naive,1.0,0.733156,0.846036,6072,0,2210
bank_marketing_full,0.02,20260809,restricted,1.0,0.733325,0.846148,6036,0,2195
bank_marketing_full,0.02,20260810,naive,1.0,0.734526,0.846947,6076,0,2196
bank_marketing_full,0.02,20260810,restricted,1.0,0.733503,0.846267,6036,0,2193
bank_marketing_full,0.02,20260811,naive,1.0,0.732962,0.845907,6055,0,2206
bank_marketing_full,0.02,20260811,restricted,1.0,0.732554,0.845635,6015,0,2196
bank_marketing_full,0.02,20260812,naive,1.0,0.737618,0.848999,6106,0,2172
bank_marketing_full,0.02,20260812,restricted,1.0,0.737583,0.848976,6074,0,2161
bank_marketing_full,0.05,20260803,naive,1.0,0.734569,0.846976,15614,0,5642
bank_marketing_full,0.05,20260803,restricted,1.0,0.734323,0.846812,15528,0,5618
bank_marketing_full,0.05,20260804,naive,1.0,0.737296,0.848786,15655,0,5578
bank_marketing_full,0.05,20260804,restricted,1.0,0.737153,0.848691,15579,0,5555
bank_marketing_full,0.05,20260805,naive,1.0,0.739521,0.850258,15737,0,5543
bank_marketing_full,0.05,20260805,restricted,1.0,0.738999,0.849913,15635,0,5522
bank_marketing_full,0.05,20260806,naive,1.0,0.737139,0.848682,15676,0,5590
bank_marketing_full,0.05,20260806,restricted,1.0,0.736991,0.848584,15594,0,5565
bank_marketing_full,0.05,20260807,naive,1.0,0.738218,0.849396,15648,0,5549
bank_marketing_full,0.05,20260807,restricted,1.0,0.737604,0.84899,15545,0,5530
bank_marketing_full,0.05,20260808,naive,1.0,0.737382,0.848843,15662,0,5578
bank_marketing_full,0.05,20260808,restricted,1.0,0.73674,0.848417,15557,0,5559
bank_marketing_full,0.05,20260809,naive,1.0,0.738145,0.849348,15690,0,5566
bank_marketing_full,0.05,20260809,restricted,1.0,0.737585,0.848977,15580,0,5543
bank_marketing_full,0.05,20260810,naive,1.0,0.737316,0.848799,15710,0,5597
bank_marketing_full,0.05,20260810,restricted,1.0,0.736899,0.848523,15623,0,5578
bank_marketing_full,0.05,20260811,naive,1.0,0.733399,0.846198,15551,0,5653
bank_marketing_full,0.05,20260811,restricted,1.0,0.733061,0.845973,15461,0,5630
bank_marketing_full,0.05,20260812,naive,1.0,0.734583,0.846985,15593,0,5634
bank_marketing_full,0.05,20260812,restricted,1.0,0.733889,0.846524,15499,0,5620
bank_marketing_full,0.1,20260803,naive,1.0,0.740528,0.850924,32778,0,11485
bank_marketing_full,0.1,20260803,restricted,1.0,0.740031,0.850595,32588,0,11448
bank_marketing_full,0.1,20260804,naive,1.0,0.73964,0.850337,32769,0,11535
bank_marketing_full,0.1,20260804,restricted,1.0,0.739525,0.850261,32599,0,11482
bank_marketing_full,0.1,20260805,naive,1.0,0.74081,0.85111,32769,0,11465
bank_marketing_full,0.1,20260805,restricted,1.0,0.740234,0.850729,32554,0,11424
bank_marketing_full,0.1,20260806,naive,1.0,0.74021,0.850714,32778,0,11504
bank_marketing_full,0.1,20260806,restricted,1.0,0.739741,0.850404,32593,0,11467
bank_marketing_full,0.1,20260807,naive,1.0,0.740848,0.851134,32824,0,11482
bank_marketing_full,0.1,20260807,restricted,1.0,0.740451,0.850872,32625,0,11436
bank_marketing_full,0.1,20260808,naive,1.0,0.740179,0.850693,32784,0,11508
bank_marketing_full,0.1,20260808,restricted,1.0,0.739689,0.850369,32587,0,11468
bank_marketing_full,0.1,20260809,naive,1.0,0.740222,0.850721,32760,0,11497
bank_marketing_full,0.1,20260809,restricted,1.0,0.739858,0.850481,32573,0,11453
bank_marketing_full,0.1,20260810,naive,1.0,0.740773,0.851085,32817,0,11484
bank_marketing_full,0.1,20260810,restricted,1.0,0.740542,0.850932,32629,0,11432
bank_marketing_full,0.1,20260811,naive,1.0,0.738058,0.84929,32724,0,11614
bank_marketing_full,0.1,20260811,restricted,1.0,0.737553,0.848956,32532,0,11576
bank_marketing_full,0.1,20260812,naive,1.0,0.739805,0.850446,32746,0,11517
bank_marketing_full,0.1,20260812,restricted,1.0,0.739281,0.850099,32552,0,11480
bank_marketing_full,0.15,20260803,naive,1.0,0.744368,0.853453,51549,0,17703
bank_marketing_full,0.15,20260803,restricted,1.0,0.743977,0.853196,51266,0,17642
bank_marketing_full,0.15,20260804,naive,1.0,0.74517,0.85398,51603,0,17647
bank_marketing_full,0.15,20260804,restricted,1.0,0.744665,0.853648,51300,0,17590
bank_marketing_full,0.15,20260805,naive,1.0,0.744285,0.853398,51503,0,17695
bank_marketing_full,0.15,20260805,restricted,1.0,0.743836,0.853103,51196,0,17631
bank_marketing_full,0.15,20260806,naive,1.0,0.744233,0.853364,51617,0,17739
bank_marketing_full,0.15,20260806,restricted,1.0,0.743843,0.853108,51288,0,17662
bank_marketing_full,0.15,20260807,naive,1.0,0.744496,0.853537,51397,0,17639
bank_marketing_full,0.15,20260807,restricted,1.0,0.743892,0.85314,51095,0,17591
bank_marketing_full,0.15,20260808,naive,1.0,0.745233,0.854021,51553,0,17624
bank_marketing_full,0.15,20260808,restricted,1.0,0.744903,0.853804,51259,0,17554
bank_marketing_full,0.15,20260809,naive,1.0,0.744894,0.853798,51569,0,17661
bank_marketing_full,0.15,20260809,restricted,1.0,0.744419,0.853487,51254,0,17597
bank_marketing_full,0.15,20260810,naive,1.0,0.745175,0.853983,51587,0,17641
bank_marketing_full,0.15,20260810,restricted,1.0,0.744812,0.853744,51284,0,17571
bank_marketing_full,0.15,20260811,naive,1.0,0.744368,0.853453,51581,0,17714
bank_marketing_full,0.15,20260811,restricted,1.0,0.744054,0.853246,51272,0,17637
bank_marketing_full,0.15,20260812,naive,1.0,0.743791,0.853073,51448,0,17722
bank_marketing_full,0.15,20260812,restricted,1.0,0.743483,0.852871,51139,0,17644
bank_marketing_full,0.2,20260803,naive,1.0,0.746578,0.854904,71558,0,24290
bank_marketing_full,0.2,20260803,restricted,1.0,0.746172,0.854638,71149,0,24203
bank_marketing_full,0.2,20260804,naive,1.0,0.748041,0.855862,71610,0,24120
bank_marketing_full,0.2,20260804,restricted,1.0,0.747761,0.855679,71216,0,24023
bank_marketing_full,0.2,20260805,naive,1.0,0.747635,0.855596,71515,0,24140
bank_marketing_full,0.2,20260805,restricted,1.0,0.747357,0.855415,71129,0,24045
bank_marketing_full,0.2,20260806,naive,1.0,0.747562,0.855549,71686,0,24207
bank_marketing_full,0.2,20260806,restricted,1.0,0.74693,0.855135,71231,0,24134
bank_marketing_full,0.2,20260807,naive,1.0,0.74713,0.855265,71581,0,24227
bank_marketing_full,0.2,20260807,restricted,1.0,0.74674,0.85501,71186,0,24143
bank_marketing_full,0.2,20260808,naive,1.0,0.745745,0.854357,71420,0,24350
bank_marketing_full,0.2,20260808,restricted,1.0,0.745487,0.854188,70995,0,24238
bank_marketing_full,0.2,20260809,naive,1.0,0.747509,0.855514,71725,0,24227
