condition,model,seed,roc_auc,pr_auc,brier,n_train,status,dataset,rate,rule_set
quarantine,hgb,20260804,0.6622867300888047,0.2094492084106662,0.09524556341003362,15558,ok,diabetes_130us,0.2,census_informed
repair,logreg,20260804,0.6703338029874653,0.21865531548468725,0.09539448380326683,76324,ok,diabetes_130us,0.2,census_informed
repair,hgb,20260804,0.6729457278244572,0.2225781880122235,0.0952134125126618,76324,ok,diabetes_130us,0.2,census_informed
clean,logreg,20260805,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.2,census_informed
clean,hgb,20260805,0.6809782534080573,0.23183903841902964,0.09391653344074583,76324,ok,diabetes_130us,0.2,census_informed
corrupted,logreg,20260805,0.668867765560613,0.21923398211874368,0.09541329829813056,76324,ok,diabetes_130us,0.2,census_informed
corrupted,hgb,20260805,0.677026986025243,0.22893168562811317,0.09493975844552865,76324,ok,diabetes_130us,0.2,census_informed
quarantine,logreg,20260805,0.6649965902246687,0.2140943034034526,0.09513187061835437,15697,ok,diabetes_130us,0.2,census_informed
quarantine,hgb,20260805,0.6642440257480776,0.21119888024677683,0.09512579665580853,15697,ok,diabetes_130us,0.2,census_informed
repair,logreg,20260805,0.6697845736655698,0.21939808319479664,0.095313605265494,76324,ok,diabetes_130us,0.2,census_informed
repair,hgb,20260805,0.6729158695966522,0.224254728368706,0.09539075436760287,76324,ok,diabetes_130us,0.2,census_informed
clean,logreg,20260806,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.2,census_informed
clean,hgb,20260806,0.6813541304720715,0.22950555764166364,0.09404821873493463,76324,ok,diabetes_130us,0.2,census_informed
corrupted,logreg,20260806,0.6698773196169164,0.21894799219661662,0.09548330973746795,76324,ok,diabetes_130us,0.2,census_informed
corrupted,hgb,20260806,0.6785444572103779,0.22565369584636608,0.0950634511046846,76324,ok,diabetes_130us,0.2,census_informed
quarantine,logreg,20260806,0.6633464088787897,0.21433880293208896,0.09511241058026122,15661,ok,diabetes_130us,0.2,census_informed
quarantine,hgb,20260806,0.6672093171010335,0.21481915067977073,0.0949405352494753,15661,ok,diabetes_130us,0.2,census_informed
repair,logreg,20260806,0.6707558699195451,0.2187053702070252,0.09542646459746154,76324,ok,diabetes_130us,0.2,census_informed
repair,hgb,20260806,0.6737351943278966,0.22379620611481568,0.09517480638484445,76324,ok,diabetes_130us,0.2,census_informed
clean,logreg,20260807,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.2,census_informed
clean,hgb,20260807,0.6809797650197988,0.23327776046708348,0.09389486207482263,76324,ok,diabetes_130us,0.2,census_informed
corrupted,logreg,20260807,0.669601801105649,0.21856518537583852,0.09557616041264057,76324,ok,diabetes_130us,0.2,census_informed
corrupted,hgb,20260807,0.6764386184261388,0.2274968671161743,0.0951381918647471,76324,ok,diabetes_130us,0.2,census_informed
quarantine,logreg,20260807,0.6669358945874904,0.2162899252616532,0.09494882395141847,15630,ok,diabetes_130us,0.2,census_informed
quarantine,hgb,20260807,0.6638002975755758,0.20859717557617208,0.09518634779400134,15630,ok,diabetes_130us,0.2,census_informed
repair,logreg,20260807,0.6698549181542497,0.21827596654792597,0.09548246668977912,76324,ok,diabetes_130us,0.2,census_informed
repair,hgb,20260807,0.6743587107959015,0.22229404006870518,0.09559059354957584,76324,ok,diabetes_130us,0.2,census_informed
